weather_total_precipitation_mm,weather_rainy_days,weather_total_snowfall_cm,weather_days_below_freezing,weather_total_sunshine_hours,weather_days_pleasant_temp,weather_avg_daily_max_windspeed_ms,nearest_gas_station_distance_miles,nearest_gas_station_rating,nearest_gas_station_rating_count,competitors_count_4miles,competitor_1_google_rating,competitor_1_distance_miles,competitor_1_rating_count,distance_nearest_costco(5 mile),distance_nearest_walmart(5 mile),distance_nearest_target (5 mile),other_grocery_count_1mile,count_food_joints_0_5miles (0.5 mile),current_count,previous_count,client_id,street,city,zip,site_client_id,location_id,_match_type,age_on_30_sep_25,region,state,region_enc,state_enc,costco_enc,tunnel_count,carwash_type_encoded,primary_carwash_type,official_website,Address,latitude,longitude
585.6,52.0,0.28,1.0,3564.014197,176.0,14.0420765,0.34,1.0,1,11.0,4.4,1.6,151.0,0.15,1.09,2.36,7.0,14.0,195773.62,198190.0,Bubbas Express Car Wash,1505 E Hammer Ln,Stockton,95210,235,1,chain+street+zip,5.0,West,CA,4,3,0.15,1,1,Express Tunnel,https://www.bubbascarwash.com/about-us/,"Bubbas Express Car Wash, 1505 E Hammer Ln, Stockton, CA, 95210",38.021682,-121.294201
1066.0,114.0,32.69,94.0,2965.689661,133.0,20.88606557,0.79,3.9,155,6.0,4.5,0.08,213.0,,0.12,,1.0,9.0,142111.14,143978.0,Go Green N Clean1,196 Onix Dr,Kennett Square,19348,563,1,chain+street+zip,7.0,Northeast,PA,1,32,99.0,1,1,Express Tunnel,https://www.gogreenncleancarwash.com/,"Go Green N Clean1, 196 Onix Dr, Kennett Square, PA, 19348",39.861559,-75.687217
1252.5,160.0,76.72,95.0,2861.371308,151.0,17.56857923,0.1,3.4,15,5.0,3.2,0.87,101.0,,1.57,2.02,3.0,3.0,202502.3,204285.0,Wash Rite,910 W Main St,Bridgeport,26330,1565,5,chain+street+zip,2.0,South,WV,2,44,99.0,1,1,Express Tunnel,https://www.wash-riteunlimited.com/car-wash-services/,"Wash Rite, 910 W Main St, Bridgeport, WV, 26330",39.282164,-80.268294
1194.3,126.0,8.4,46.0,3328.365819,172.0,16.23879781,0.1,4.0,14,2.0,3.9,1.63,61.0,,0.11,,1.0,5.0,80208.0,81824.0,Mach 1 Express Wash,1559 Rome Hwy,Cedartown,30125,858,1,chain+street+zip,6.0,South,GA,2,8,99.0,0,2,Flex,https://mach1carwash.com/,"Mach 1 Express Wash, 1559 Rome Hwy, Cedartown, GA, 30125",34.0453369,-85.2370699
1073.8,124.0,3.99,31.0,3386.916844,174.0,15.81065574,0.15,4.2,20,3.0,4.9,0.09,1810.0,,,,4.0,9.0,151589.82,153084.0,Big Peach Car Wash,583 E 3rd St,Jackson,30233,64,3,chain+street+zip,2.0,South,GA,2,8,99.0,1,1,Express Tunnel,https://www.bigpeachusa.com/,"Big Peach Car Wash, 583 E 3rd St, Jackson, GA, 30233",33.2948312,-83.9602158
1523.9,137.0,17.15,61.0,3155.0645,146.0,18.20710383,0.33,3.6,45,0.0,,,,,,,4.0,9.0,61110.63,62123.0,Champion CW,101 Ren Mar Dr,Pleasant View,37146,288,3,chain+street+zip,7.0,South,TN,2,36,99.0,0,3,Hand Wash / Detail,https://www.championcarwashanddetailshop.com/,"Champion CW, 101 Ren Mar Dr, Pleasant View, TN, 37146",36.3978081,-87.03053
1083.1,99.0,20.72,11.0,3273.813247,163.0,34.76885246,0.12,4.3,92,2.0,4.4,2.58,78.0,,2.21,2.66,4.0,1.0,49249.09,50993.0,OBXpress,4011 N Croatan Hwy,Kitty Hawk,27949,1081,1,chain+street+zip,2.0,South,NC,2,21,99.0,0,1,Express Tunnel,https://www.obxpress.com/,"OBXpress, 4011 N Croatan Hwy, Kitty Hawk, NC, 27949",36.0711886,-75.6958011
1064.7,112.0,50.12,85.0,3093.974722,137.0,21.91010929,0.32,4.0,215,5.0,3.1,0.27,38.0,0.38,0.7,1.12,4.0,7.0,12061.74,12813.5,Riverhead Toyota Car Wash,1655 County Rd 58,Riverhead,11901,1172,1,chain+street+zip,11.0,Northeast,NY,1,28,0.38,0,3,Hand Wash / Detail,https://www.riverheadautowash.com/,"Riverhead Toyota Car Wash, 1655 County Rd 58, Riverhead, NY, 11901",40.9238117,-72.6984423
1178.9,119.0,47.67,78.0,3063.300928,135.0,18.4920765,0.05,4.3,131,4.0,5.0,1.63,26.0,,,4.76,5.0,4.0,40545.01,41564.64,Rockaway Auto Bath,115-05 BEACH CHANNEL DR,ROCKAWAY PARK,11694,1186,1,chain+street+zip,9.0,Northeast,NY,1,28,99.0,0,3,Full Service,https://maps.roadtrippers.com/us/rockaway-park-ny/services/rockaway-auto-bath,"Rockaway Auto Bath, 115-05 BEACH CHANNEL DR, ROCKAWAY PARK, NY, 11694",40.5815001,-73.8373237
1144.4,143.0,0.0,0.0,3617.990653,173.0,14.43360656,0.28,3.7,59,12.0,3.8,0.43,116.0,,0.25,,2.0,13.0,124095.61,126521.0,Radiant Express Car Wash,7575 Gall Blvd,Zephyrhills,33541,1135,7,chain+street+zip,2.0,South,FL,2,7,99.0,1,1,Express Tunnel,https://www.radiantexpresscarwash.com/contact-us/,"Radiant Express Car Wash, 7575 Gall Blvd, Zephyrhills, FL, 33541",28.2671494,-82.1882908
,,,,,,,0.4,5.0,2,,,,,,,,,,52366.46,53101.0,Big Kahuna Car Wash,61 Commodore St,Hazard,41701,60,1,chain+street+zip,7.0,South,KY,2,13,99.0,0,1,Express Tunnel,https://www.bigkahunacarwashky.com/,"Big Kahuna Car Wash, 61 Commodore St, Hazard, KY, 41701",37.2944489,-83.1976694
475.3,57.0,54.11,96.0,3699.586589,129.0,12.35409836,0.48,3.4,48,14.0,2.7,0.66,3.0,0.81,1.33,2.74,4.0,16.0,60431.4,71284.61,BuggyBath,2525 S Virginia St,Reno,89502,251,1,chain+street+zip,7.0,West,NV,4,27,0.81,0,1,Express Tunnel,http://www.buggybath.ca/our-services/,"BuggyBath, 2525 S Virginia St, Reno, NV, 89502",39.5000663,-119.8009674
439.7,41.0,0.0,0.0,3861.1072,137.0,12.09562842,0.06,4.2,69,12.0,4.1,0.41,53.0,,1.58,1.19,2.0,4.0,165828.29,167699.0,Sonoran Express Car Wash,1523 E Southern Ave,Phoenix,85042,1273,2,chain+street+zip,2.0,West,AZ,4,2,99.0,1,1,Express Tunnel,https://sonoranexpresscarwash.com/,"Sonoran Express Car Wash, 1523 E Southern Ave, Phoenix, AZ, 85042",33.392207,-112.048588
1353.0,165.0,0.0,0.0,3607.834381,163.0,15.50327869,0.03,1.9,27,13.0,5.0,0.57,5.0,0.09,1.2,1.99,1.0,1.0,67062.51,68544.0,Car Wash Palace,4600 Coral Ridge Drive,Coral Springs,33067,269,1,chain+street+zip,6.0,South,FL,2,7,0.09,0,1,Express Tunnel,https://www.carwashpalace.com/,"Car Wash Palace, 4600 Coral Ridge Drive, Coral Springs, FL, 33067",26.287889,-80.283088
1009.0,64.0,1.33,0.0,3569.626831,132.0,16.2431694,0.22,3.7,77,7.0,3.3,0.25,20.0,,1.75,,,11.0,108630.83,122811.35,Pastime Auto Wash,2610 OLIVE HIGHWAY,OROVILLE,95966,1099,1,chain+street+zip,18.0,West,CA,4,3,99.0,0,3,Full Service,https://pastimeautowash.com/,"Pastime Auto Wash, 2610 OLIVE HIGHWAY, OROVILLE, CA, 95966",39.5053902,-121.5444065
1280.8,130.0,3.78,14.0,3349.365022,140.0,16.7852459,1.95,4.0,13,10.0,4.5,1.94,2.0,3.13,2.64,1.32,,0.0,50585.27,51585.0,Superior Tomball Carwash,27840 Tomball Pkwy,Tomball,77375,1390,1,chain+street+zip,14.0,South,TX,2,37,3.13,0,3,Full Service,https://reviews.birdeye.com/superior-tomball-car-wash-156056259190995,"Superior Tomball Carwash, 27840 Tomball Pkwy, Tomball, TX, 77375",30.1111135,-95.6418508
410.3,36.0,0.0,2.0,3884.746206,136.0,12.46803279,0.21,4.5,2,10.0,4.0,0.21,1.0,1.99,2.23,0.31,3.0,17.0,135293.74,160080.0,Foothills Car Wash,5010 E Ray Rd,Phoenix,85044,515,1,chain+street+zip,2.0,West,AZ,4,2,1.99,1,1,Express Tunnel,http://www.foothills-car-wash.com/,"Foothills Car Wash, 5010 E Ray Rd, Phoenix, AZ, 85044",33.320461,-111.975791
1278.0,140.0,126.35,146.0,2812.526017,124.0,19.47923497,0.17,3.8,62,2.0,4.5,1.87,148.0,,1.25,,2.0,10.0,148861.0,160795.0,Classic Auto Wash,289 N Comrie Ave,Johnstown,12095,306,1,chain+street+zip,3.0,Northeast,NY,1,28,99.0,1,1,Express Tunnel,https://www.classicautowashap.net/,"Classic Auto Wash, 289 N Comrie Ave, Johnstown, NY, 12095",43.0191767,-74.3622743
845.9,120.0,87.92,123.0,2902.673183,126.0,19.20300546,0.21,3.5,42,8.0,4.3,0.42,149.0,0.75,0.2,0.92,5.0,15.0,69060.55,66299.0,Canton Auto Wash,45425 Michigan Ave,Canton,48188,263,1,chain+street+zip,2.0,Midwest,MI,0,17,0.75,0,1,Express Tunnel,https://canton-autowash.com/,"Canton Auto Wash, 45425 Michigan Ave, Canton, MI, 48188",42.2707338,-83.4855545
1376.2,125.0,12.74,52.0,3230.869325,158.0,17.22185792,0.95,3.0,4,11.0,4.4,1.27,1867.0,4.17,0.73,1.09,1.0,1.0,67503.0,69732.0,Mach 1 Express Wash,1624 Old Monrovia Rd NW,Huntsville,35806,863,9,chain+street+zip,3.0,South,AL,2,0,4.17,0,2,Flex,https://mach1carwash.com/,"Mach 1 Express Wash, 1624 Old Monrovia Rd NW, Huntsville, AL, 35806",34.757523,-86.679296
474.2,48.0,0.21,1.0,3701.827256,215.0,13.4226776,0.11,2.1,7,7.0,3.7,0.12,3.0,0.99,0.98,1.26,6.0,12.0,40652.6,41832.0,Evergreen Car Wash,3303 San Felipe Rd,San Jose,95135,471,1,chain+street+zip,5.0,West,CA,4,3,0.99,0,1,Express Tunnel,https://evergreencarwash.com/,"Evergreen Car Wash, 3303 San Felipe Rd, San Jose, CA, 95135",37.313525,-121.791816
1561.8,146.0,14.98,54.0,3154.395928,138.0,16.86803279,0.13,4.4,23,2.0,4.9,3.86,10.0,,3.29,3.95,1.0,6.0,60168.0,62268.0,Champion CW,1432 Robinson Rd,Old Hickory,37138,289,1,chain+street+zip,7.0,South,TN,2,36,99.0,0,3,Hand Wash / Detail,https://www.championcarwashanddetailshop.com/,"Champion CW, 1432 Robinson Rd, Old Hickory, TN, 37138",36.25656,-86.655657
1210.3,143.0,12.32,57.0,3340.780244,158.0,16.14508197,0.14,3.2,48,11.0,4.4,0.59,32.0,,2.47,0.68,6.0,10.0,204046.33,197107.0,TruShine,116 Allensville Rd,Sevierville,37876,1462,6,chain+street+zip,3.0,South,TN,2,36,99.0,1,1,Express Tunnel,https://www.trushinecarwash.com/,"TruShine, 116 Allensville Rd, Sevierville, TN, 37876",35.8773477,-83.5701751
1333.6,128.0,49.28,75.0,3083.90295,135.0,16.35491803,0.53,5.0,2,7.0,4.2,0.21,229.0,0.59,1.34,1.2,2.0,7.0,194080.27,199954.0,Prestige Car Wash,10004 Brownsboro Rd,Louisville,40241,1114,1,chain+street+zip,5.0,South,KY,2,13,0.59,1,3,Full Service,https://www.prestigewash.com/,"Prestige Car Wash, 10004 Brownsboro Rd, Louisville, KY, 40241",38.31443,-85.562454
1359.8,180.0,0.0,0.0,3665.242806,155.0,16.47622951,0.11,3.9,69,13.0,4.6,0.33,1513.0,4.9,1.72,1.11,2.0,9.0,131269.52,134698.0,Soapy Shark,2200 Okeechobee Blvd,West Palm Beach,33409,1266,1,chain+street+zip,2.0,South,FL,2,7,4.9,1,1,Express Tunnel,https://soapyshark.com/,"Soapy Shark, 2200 Okeechobee Blvd, West Palm Beach, FL, 33409",26.705899,-80.084984
1163.2,165.0,0.0,0.0,3710.375617,167.0,18.08060109,0.58,4.1,110,10.0,4.7,0.25,735.0,4.79,2.62,0.44,,7.0,151569.6,164023.0,Monsters Express LLC,2160 NW Federal Hwy,Stuart,34994,1035,1,chain+street+zip,5.0,South,FL,2,7,4.79,1,1,Express Tunnel,https://www.monsterexpresscarwash.com/,"Monsters Express LLC, 2160 NW Federal Hwy, Stuart, FL, 34994",27.231477,-80.268222
1179.2,89.0,24.01,32.0,3407.891297,150.0,22.6989071,0.51,4.3,50,5.0,4.3,0.68,128.0,,1.3,,,0.0,38843.86,40096.53,Fine N Shine,1304 TX-121,Bonham,75418,498,1,chain+street+zip,5.0,South,TX,2,37,99.0,0,3,Hand Wash / Detail,https://www.fineshineproducts.com/collections/finest-kits-and-bundles,"Fine N Shine, 1304 TX-121, Bonham, TX, 75418",33.577615,-96.1923883
468.2,89.0,74.62,124.0,3659.856753,113.0,14.37459016,0.09,3.5,109,11.0,3.7,1.14,58.0,4.43,2.25,1.79,,0.0,143412.97,152689.0,Jimmy Suds Car Wash,935 S Kipling Pkwy,Lakewood,80226,648,1,chain+street+zip,5.0,West,CO,4,4,4.43,1,1,Express Tunnel,http://jimmysuds.mywashaccount.com/,"Jimmy Suds Car Wash, 935 S Kipling Pkwy, Lakewood, CO, 80226",39.6997085,-105.1109071
1507.8,174.0,0.0,0.0,3648.025172,159.0,13.12677596,0.32,3.8,116,12.0,4.6,0.9,3559.0,4.64,0.32,3.16,5.0,5.0,27215.36,28297.34,Car Wash Cafe,3050 N University Dr,Sunrise,33322,266,1,chain+street+zip,3.0,South,FL,2,7,4.64,0,1,Express Tunnel,https://clubcarwash.com/,"Car Wash Cafe, 3050 N University Dr, Sunrise, FL, 33322",26.163809,-80.256351
267.9,67.0,20.65,68.0,3312.256708,109.0,16.64972678,0.32,4.1,294,6.0,,0.22,,,0.22,,4.0,12.0,188690.0,196331.0,Sun Splash,914 N Stratford Rd,Moses Lake,98837,1363,1,chain+street+zip,5.0,West,WA,4,42,99.0,1,1,Express Tunnel,https://www.sunsplashcarwash.com/,"Sun Splash, 914 N Stratford Rd, Moses Lake, WA, 98837",47.140863,-119.2794879
488.2,51.0,0.0,0.0,3527.392092,212.0,17.73961749,0.45,3.7,93,10.0,5.0,0.79,1.0,4.23,1.38,1.9,2.0,12.0,24113.25,25095.0,Grand Prix Car Wash,3080 San Pablo Dam Rd,San Pablo,94803,580,1,chain+street+zip,15.0,West,CA,4,3,4.23,0,2,Self-Serve,http://www.grandprixcarwashandautocare.com/new-page-2,"Grand Prix Car Wash, 3080 San Pablo Dam Rd, San Pablo, CA, 94803",37.9597076,-122.328985
1228.3,125.0,18.76,32.0,2969.487136,124.0,16.71065574,0.6,3.8,205,10.0,,1.01,,,1.29,2.08,2.0,5.0,24852.1,25633.0,Arco Wash,4433 Lancaster Dr NE,Salem,97305,35,1,chain+street+zip,4.0,West,OR,4,31,99.0,0,3,Hand Wash / Detail,https://thearcocarwash.com/,"Arco Wash, 4433 Lancaster Dr NE, Salem, OR, 97305",44.9835651,-122.9839152
994.3,112.0,31.64,88.0,2978.327381,134.0,17.87103825,0.25,4.0,9,12.0,,1.05,,,,2.26,7.0,4.0,95234.72,100383.59,Wash Industries,6025 Lancaster Ave,Philadelphia,19151,1532,2,chain+street+zip,7.0,Northeast,PA,1,32,99.0,0,1,Express Tunnel,https://www.washindustriesglobal.com/,"Wash Industries, 6025 Lancaster Ave, Philadelphia, PA, 19151",39.9830529,-75.2421422
1055.6,137.0,0.0,0.0,3619.062739,163.0,14.38142077,0.14,4.0,48,9.0,4.5,0.17,212.0,4.35,2.79,3.28,,2.0,131420.18,135623.0,Radiant Express Car Wash,4230 Land O' Lakes Blvd,Land O' Lakes,34639,1134,4,chain+street+zip,3.0,South,FL,2,7,4.35,1,1,Express Tunnel,https://www.radiantexpresscarwash.com/contact-us/,"Radiant Express Car Wash, 4230 Land O' Lakes Blvd, Land O' Lakes, FL, 34639",28.2195769,-82.4571379
874.4,114.0,87.36,95.0,3067.360228,118.0,20.43387978,0.16,2.3,34,4.0,5.0,1.92,30.0,,3.47,,,2.0,49131.44,50988.0,Wash Up,6259 Melton Rd,Portage,46368,1582,2,chain+street+zip,4.0,Midwest,IN,0,11,99.0,0,1,Express Tunnel,https://www.uwashup.com/,"Wash Up, 6259 Melton Rd, Portage, IN, 46368",41.598159,-87.173195
1237.9,117.0,40.81,79.0,3057.610064,135.0,20.18196721,0.11,5.0,1,8.0,4.0,0.8,545.0,,4.27,3.69,4.0,3.0,40965.57,42056.0,Seaford Car Wash,3470 Merrick Rd,Seaford,11783,1224,1,chain+street+zip,4.0,Northeast,NY,1,28,99.0,0,3,Hand Wash / Detail,https://carwashfind.com/directory/new-york/seaford/seaford-car-wash-detail-center/,"Seaford Car Wash, 3470 Merrick Rd, Seaford, NY, 11783",40.6647522,-73.5023578
1324.1,171.0,0.0,0.0,3677.300844,154.0,15.68087432,1.0,2.0,48,9.0,2.8,1.0,69.0,2.84,2.39,4.29,1.0,1.0,36837.0,38469.0,Boca Best Car Wash,6603 Jog Rd,Boca Raton,33496,226,1,chain+street+zip,6.0,South,FL,2,7,2.84,0,3,Full Service,https://www.bocacarwash.net/,"Boca Best Car Wash, 6603 Jog Rd, Boca Raton, FL, 33496",26.408359,-80.14692
1250.9,95.0,15.96,27.0,3433.714569,133.0,15.94699454,0.25,4.4,268,10.0,4.7,0.89,461.0,2.01,0.54,2.6,5.0,13.0,75607.0,78966.0,Mint Carwash,3751 Frankford Rd,Dallas,75287,1018,1,chain+street+zip,6.0,South,TX,2,37,2.01,0,2,Flex,https://www.mintecocarwash.com/,"Mint Carwash, 3751 Frankford Rd, Dallas, TX, 75287",32.997453,-96.848735
209.8,31.0,4.76,22.0,3826.655031,144.0,28.0215847,0.12,4.0,55,1.0,3.7,1.51,12.0,,0.08,,1.0,6.0,56492.8,58416.0,Carisma Car Wash,2407 W Dickinson Blvd,Fort Stockton,79735,270,1,chain+street+zip,5.0,South,TX,2,37,99.0,0,1,Express Tunnel,https://www.carismawash.com/,"Carisma Car Wash, 2407 W Dickinson Blvd, Fort Stockton, TX, 79735",30.8938017,-102.9064197
1166.9,96.0,1.4,12.0,3317.246006,142.0,18.86530055,0.12,3.9,79,8.0,2.4,1.73,13.0,0.12,1.73,1.87,1.0,7.0,337083.21,349168.0,Suds Deluxe,18810 IH 35,Kyle,78640,1353,4,chain+street+zip,3.0,South,TX,2,37,0.12,2,1,Express Tunnel,https://www.sudsdeluxe.com/,"Suds Deluxe, 18810 IH 35, Kyle, TX, 78640",30.0340079,-97.8475076
468.2,89.0,74.62,124.0,3659.856753,113.0,14.37459016,0.24,3.8,66,11.0,2.6,0.34,20.0,3.7,2.11,1.1,1.0,2.0,42161.46,43464.1,Autowash Express,1398 S Wadsworth Blvd,Lakewood,80232,47,1,chain+street+zip,4.0,West,CO,4,4,3.7,0,2,Self-Serve,https://www.azautowashexpress.com/,"Autowash Express, 1398 S Wadsworth Blvd, Lakewood, CO, 80232",39.6917582,-105.0812664
1364.7,151.0,8.54,9.0,3371.213414,136.0,15.52759563,0.42,3.6,5,11.0,4.0,0.27,132.0,0.9,0.5,1.0,3.0,8.0,129084.17,134650.0,Suds Deluxe,12119 Murphy Rd,Stafford,77477,1359,8,chain+street+zip,2.0,South,TX,2,37,0.9,1,1,Express Tunnel,https://www.sudsdeluxe.com/,"Suds Deluxe, 12119 Murphy Rd, Stafford, TX, 77477",29.645809,-95.565168
306.8,34.0,0.0,2.0,3774.989883,182.0,14.76065574,0.04,4.2,64,11.0,3.9,0.26,82.0,,,2.45,1.0,3.0,58599.0,61813.51,Magic Brush,27503 McCall Blvd,Menifee,92585,866,2,chain+street+zip,2.0,West,CA,4,3,99.0,0,3,Hand Wash / Detail,https://magicbrushofficial.com/,"Magic Brush, 27503 McCall Blvd, Menifee, CA, 92585",33.715388,-117.179373
1465.0,124.0,19.25,45.0,3254.219228,152.0,18.21775956,0.06,4.3,22,11.0,3.9,0.4,40.0,,1.98,2.3,,4.0,126071.0,132446.0,Century Car Wash,1101 Church Rd W,Southaven,38671,282,2,chain+street+zip,5.0,South,MS,2,19,99.0,1,1,Express Tunnel,https://centurycarwash.mywashaccount.com/,"Century Car Wash, 1101 Church Rd W, Southaven, MS, 38671",34.933066,-90.009197
1323.8,144.0,0.0,0.0,3591.369861,168.0,15.78715847,0.65,3.2,56,10.0,4.9,0.24,1559.0,,2.47,,1.0,4.0,130917.3,136810.0,Express Wash,1095 Amber Pointe Blvd,Kissimmee,34744,482,3,chain+street+zip,2.0,South,FL,2,7,99.0,1,1,Express Tunnel,https://expresswashcarwash.com/,"Express Wash, 1095 Amber Pointe Blvd, Kissimmee, FL, 34744",28.280824,-81.344287
1511.6,170.0,0.0,0.0,3668.140286,158.0,13.03852459,0.15,4.0,51,14.0,5.0,1.25,1.0,2.82,2.3,3.83,4.0,4.0,174444.98,181464.0,Moyka 441,1955 S State Rd 7,Davie,33317,1040,1,chain+street+zip,6.0,South,FL,2,7,2.82,1,1,Express Tunnel,https://m-carwash.com/,"Moyka 441, 1955 S State Rd 7, Davie, FL, 33317",26.096037,-80.201637
1120.3,133.0,0.0,0.0,3673.015528,168.0,15.70737705,0.4,3.6,15,10.0,,0.39,,,0.08,,1.0,8.0,105184.88,109551.0,Imperial Car Wash,8795 Little Rd,New Port Richey,34654,634,1,chain+street+zip,2.0,South,FL,2,7,99.0,0,1,Express Tunnel,https://www.imperialcarwash.biz/contact-us/,"Imperial Car Wash, 8795 Little Rd, New Port Richey, FL, 34654",28.284726,-82.676487
1079.3,124.0,79.87,117.0,2970.842853,122.0,18.27404372,0.02,3.8,102,7.0,3.9,1.53,163.0,,4.3,1.9,1.0,2.0,38458.47,39849.0,Haffners,2221 Main St,Tewksbury,1876,593,5,chain+street+zip,8.0,Northeast,MA,1,15,99.0,0,1,Express Tunnel,https://www.haffners.com/car-washes,"Haffners, 2221 Main St, Tewksbury, MA, 1876",42.582425,-71.196087
943.2,118.0,42.49,78.0,3256.948419,150.0,16.05928962,0.59,3.9,34,9.0,3.8,0.7,99.0,,1.19,1.0,9.0,1.0,16019.24,16739.96,TLC Car Wash,2925 Williamson Rd,Roanoke,24012,1445,1,chain+street+zip,6.0,South,VA,2,39,99.0,0,1,Express Tunnel,https://www.tlccarwashes.com/home,"TLC Car Wash, 2925 Williamson Rd, Roanoke, VA, 24012",37.2984337,-79.9390081
1217.9,139.0,9.38,44.0,3336.585569,166.0,16.61256831,0.82,3.5,78,7.0,4.9,0.74,32.0,,0.89,1.43,3.0,0.0,72669.57,76027.0,Mr Clean Car Wash,3950 Shallowford Rd,Marietta,30062,1049,9,chain+street+zip,2.0,South,GA,2,8,99.0,0,1,Express Tunnel,https://www.mrcleancarwash.com/,"Mr Clean Car Wash, 3950 Shallowford Rd, Marietta, GA, 30062",34.0306335,-84.4358507
1237.5,93.0,2.38,25.0,3386.891458,153.0,17.1579235,1.29,4.2,123,5.0,5.0,1.27,11.0,,1.11,1.75,,2.0,61062.0,64601.0,Precision Express Car Wash,2106 S Main St,Lindale,75771,1112,1,chain+street+zip,8.0,South,TX,2,37,99.0,0,1,Express Tunnel,https://precisionexpresscarwash.com/,"Precision Express Car Wash, 2106 S Main St, Lindale, TX, 75771",32.488615,-95.398186
246.7,30.0,3.71,0.0,3941.265747,158.0,19.9920765,0.09,4.0,101,3.0,4.1,0.52,337.0,,0.7,,2.0,8.0,69446.71,72875.83,Village Car Wash,1050 W Beta St,Green Valley,85614,1508,1,chain+street+zip,16.0,West,AZ,4,2,99.0,0,2,Self-Serve,https://www.village-car-wash.com/,"Village Car Wash, 1050 W Beta St, Green Valley, AZ, 85614",31.902387,-110.986987
582.7,73.0,182.07,79.0,3576.608194,92.0,13.64289617,0.02,4.0,139,11.0,4.6,0.39,1217.0,1.66,3.78,3.7,2.0,16.0,22517.41,23793.0,Slim Olson Car Wash,2301 S Main St,Bountiful,84010,1241,1,chain+street+zip,6.0,West,UT,4,38,1.66,0,1,Express Tunnel,,"Slim Olson Car Wash, 2301 S Main St, Bountiful, UT, 84010",40.8646084,-111.8932642
650.5,83.0,1.12,8.0,3459.304347,111.0,22.45191257,0.21,3.5,12,10.0,3.9,0.09,215.0,,1.73,,1.0,2.0,48130.91,50713.0,Lightning Fast,2045 W Oaklawn Rd,Pleasanton,78064,681,1,chain+street+zip,8.0,South,TX,2,37,99.0,0,1,Express Tunnel,https://lightningfastcarwash.com/,"Lightning Fast, 2045 W Oaklawn Rd, Pleasanton, TX, 78064",28.955706,-98.492339
846.6,76.0,13.51,27.0,3554.519589,142.0,20.79371585,0.26,4.4,135,9.0,4.9,0.55,639.0,,3.07,,3.0,8.0,57797.0,61610.0,Zips Express Car Wash,3601 E US Hwy 377,Granbury,76049,1646,17,chain+street+zip,2.0,South,TX,2,37,99.0,0,1,Express Tunnel,https://zipscarwash.com/,"Zips Express Car Wash, 3601 E US Hwy 377, Granbury, TX, 76049",32.453117,-97.732979
1150.5,110.0,50.4,104.0,2981.228631,131.0,19.61666667,0.59,4.5,14,10.0,,0.23,,,1.83,0.5,1.0,0.0,79508.72,83935.0,Ocean State Car Wash,2313 Post Rd,Warwick,2886,1083,1,chain+street+zip,5.0,Northeast,RI,1,33,99.0,0,1,Touchless,https://carwashfind.com/directory/rhode-island/warwick/ocean-state-car-wash/,"Ocean State Car Wash, 2313 Post Rd, Warwick, RI, 2886",41.719308,-71.443596
1446.3,120.0,21.91,44.0,3227.125069,150.0,17.41912568,0.49,1.0,1,11.0,2.9,0.36,10.0,,0.74,0.85,4.0,4.0,117684.19,125092.0,Century Car Wash,1690 Goodman Rd,Horn Lake,38637,284,4,chain+street+zip,4.0,South,MS,2,19,99.0,0,1,Express Tunnel,https://centurycarwash.mywashaccount.com/,"Century Car Wash, 1690 Goodman Rd, Horn Lake, MS, 38637",34.963159,-90.0195839
1367.4,151.0,5.67,12.0,3353.226322,138.0,14.79508197,0.14,4.1,68,13.0,3.9,0.67,91.0,,2.99,,4.0,3.0,172879.13,183918.0,Cadillac Express Carwash,235 E Little York Rd,Houston,77076,258,3,chain+street+zip,4.0,South,TX,2,37,99.0,1,1,Express Tunnel,https://www.cadillacexpresscarwash.com/,"Cadillac Express Carwash, 235 E Little York Rd, Houston, TX, 77076",29.87038,-95.395886
1145.2,128.0,8.33,45.0,3332.4629,171.0,16.35382514,0.26,3.6,26,13.0,1.0,0.9,1.0,,2.16,1.84,4.0,15.0,119683.23,127677.0,Blue Penguin Car Wash,5897 Fairburn Rd,Douglasville,30134,97,1,chain+street+zip,3.0,South,GA,2,8,99.0,0,1,Express Tunnel,http://bluepenguincarwash.mywashaccount.com/,"Blue Penguin Car Wash, 5897 Fairburn Rd, Douglasville, GA, 30134",33.751734,-84.726808
1098.1,116.0,8.89,47.0,3250.289836,158.0,17.66092896,0.33,5.0,1,13.0,4.6,0.11,489.0,,0.8,0.48,1.0,19.0,85983.88,91439.0,Zips Express Car Wash,508 N Berkeley Blvd,Goldsboro,27534,1655,4,chain+street+zip,3.0,South,NC,2,21,99.0,0,1,Express Tunnel,https://zipscarwash.com/,"Zips Express Car Wash, 508 N Berkeley Blvd, Goldsboro, NC, 27534",35.374643,-77.944051
1042.4,129.0,0.0,0.0,3652.161169,162.0,17.44016393,0.59,3.9,109,3.0,4.5,0.08,210.0,,1.89,,1.0,6.0,188674.4,201812.0,Radiant Express Car Wash,6576 US Hwy 41,Apollo Beach,33572,1139,6,chain+street+zip,2.0,South,FL,2,7,99.0,1,1,Express Tunnel,https://www.radiantexpresscarwash.com/contact-us/,"Radiant Express Car Wash, 6576 US Hwy 41, Apollo Beach, FL, 33572",27.7731511,-82.3900834
